CCDS-r9	CCDS-r11	CCDS-r12	CCDS-r14	CCDS-r15
GSTT2B	GSTT2B	GSTT2B	GSTT2B	GSTT2B
SPECC1L	SPECC1L	SPECC1L	SPECC1L	SPECC1L
C22orf13	GUCD1	GUCD1	GUCD1	GUCD1
PIWIL3	PIWIL3	PIWIL3	PIWIL3	PIWIL3
TMEM211	TMEM211	TMEM211	TMEM211	TMEM211
LRP5L	LRP5L	LRP5L	LRP5L	LRP5L
EMID1	EMID1	EMID1	EMID1	EMID1
CCDC157	CCDC157	CCDC157	CCDC157	CCDC157
RNF215	RNF215	RNF215	RNF215	RNF215
MTFP1	MTFP1	MTFP1	MTFP1	MTFP1
MORC2	MORC2	MORC2	MORC2	MORC2
C22orf42	C22orf42	C22orf42	C22orf42	C22orf42
ISX	ISX	ISX	ISX	ISX
HMGXB4	HMGXB4	HMGXB4	HMGXB4	HMGXB4
ELFN2	ELFN2	ELFN2	ELFN2	ELFN2
TRIOBP	TRIOBP	TRIOBP	TRIOBP	TRIOBP
DDX17	DDX17	DDX17	DDX17	DDX17
NPTXR	NPTXR	NPTXR	NPTXR	NPTXR
APOBEC3F	APOBEC3F	APOBEC3F	APOBEC3F	APOBEC3F
DESI1	DESI1	DESI1	DESI1	DESI1
CCDC134	CCDC134	CCDC134	CCDC134	CCDC134
FAM109B	FAM109B	FAM109B	FAM109B	FAM109B
NDUFA6	NDUFA6	NDUFA6	NDUFA6	NDUFA6
CYP2D6	CYP2D6	CYP2D6	CYP2D6	CYP2D6
TSPO	TSPO	TSPO	TSPO	TSPO
LDOC1L	LDOC1L	LDOC1L	LDOC1L	LDOC1L
KIAA0930	KIAA0930	KIAA0930	KIAA0930	KIAA0930
WNT7B	WNT7B	WNT7B	WNT7B	WNT7B
PPARA	PPARA	PPARA	PPARA	PPARA
CDPF1	CDPF1	CDPF1	CDPF1	CDPF1
GRAMD4	GRAMD4	GRAMD4	GRAMD4	GRAMD4
ZBED4	ZBED4	ZBED4	ZBED4	ZBED4
PIM3	PIM3	PIM3	PIM3	PIM3
IL17REL	IL17REL	IL17REL	IL17REL	IL17REL
PPP6R2	PPP6R2	PPP6R2	PPP6R2	PPP6R2
ADM2	ADM2	ADM2	ADM2	ADM2
LRRN1	LRRN1	LRRN1	LRRN1	LRRN1
EDEM1	EDEM1	EDEM1	EDEM1	EDEM1
LMCD1	LMCD1	LMCD1	LMCD1	LMCD1
LHFPL4	LHFPL4	LHFPL4	LHFPL4	LHFPL4
IRAK2	IRAK2	IRAK2	IRAK2	IRAK2
TATDN2	TATDN2	TATDN2	TATDN2	TATDN2
GHRL	GHRL	GHRL	GHRL	GHRL
MKRN2	MKRN2	MKRN2	MKRN2	MKRN2
IQSEC1	IQSEC1	IQSEC1	IQSEC1	IQSEC1
NUP210	NUP210	NUP210	NUP210	NUP210
SLC6A6	SLC6A6	SLC6A6	SLC6A6	SLC6A6
C3orf20	C3orf20	C3orf20	C3orf20	C3orf20
COLQ	COLQ	COLQ	COLQ	COLQ
GALNTL2	GALNTL2	GALNT15	GALNT15	GALNT15
RFTN1	RFTN1	RFTN1	RFTN1	RFTN1
PLCL2	PLCL2	PLCL2	PLCL2	PLCL2
TBC1D5	TBC1D5	TBC1D5	TBC1D5	TBC1D5
EFHB	EFHB	EFHB	EFHB	EFHB
NKIRAS1	NKIRAS1	NKIRAS1	NKIRAS1	NKIRAS1
NR1D2	NR1D2	NR1D2	NR1D2	NR1D2
NGLY1	NGLY1	NGLY1	NGLY1	NGLY1
SLC4A7	SLC4A7	SLC4A7	SLC4A7	SLC4A7
CMC1	CMC1	CMC1	CMC1	CMC1
ZCWPW2	ZCWPW2	ZCWPW2	ZCWPW2	ZCWPW2
RBMS3	RBMS3	RBMS3	RBMS3	RBMS3
GPD1L	GPD1L	GPD1L	GPD1L	GPD1L
CMTM7	CMTM7	CMTM7	CMTM7	CMTM7
TMPPE	TMPPE	TMPPE	TMPPE	TMPPE
CTDSPL	CTDSPL	CTDSPL	CTDSPL	CTDSPL
SCN10A	SCN10A	SCN10A	SCN10A	SCN10A
SCN11A	SCN11A	SCN11A	SCN11A	SCN11A
WDR48	WDR48	WDR48	WDR48	WDR48
RPL14	RPL14	RPL14	RPL14	RPL14
ZNF620	ZNF620	ZNF620	ZNF620	ZNF620
KIF15	KIF15	KIF15	KIF15	KIF15
SACM1L	SACM1L	SACM1L	SACM1L	SACM1L
LTF	LTF	LTF	LTF	LTF
KLHL18	KLHL18	KLHL18	KLHL18	KLHL18
MAP4	MAP4	MAP4	MAP4	MAP4
TMEM89	TMEM89	TMEM89	TMEM89	TMEM89
CCDC36	CCDC36	CCDC36	CCDC36	CCDC36
MST1	MST1	MST1	MST1	MST1
RNF123	RNF123	RNF123	RNF123	RNF123
AMIGO3	AMIGO3	AMIGO3	AMIGO3	AMIGO3
IP6K1	IP6K1	IP6K1	IP6K1	IP6K1
CAMKV	CAMKV	CAMKV	CAMKV	CAMKV
CACNA2D2	CACNA2D2	CACNA2D2	CACNA2D2	CACNA2D2
RBM15B	RBM15B	RBM15B	RBM15B	RBM15B
RAD54L2	RAD54L2	RAD54L2	RAD54L2	RAD54L2
DUSP7	DUSP7	DUSP7	DUSP7	DUSP7
NISCH	NISCH	NISCH	NISCH	NISCH
STAB1	STAB1	STAB1	STAB1	STAB1
SPCS1	SPCS1	SPCS1	SPCS1	SPCS1
CCDC66	CCDC66	CCDC66	CCDC66	CCDC66
DNAH12	DNAH12	DNAH12	DNAH12	DNAH12
PDE12	PDE12	PDE12	PDE12	PDE12
FAM116A	DENND6A	DENND6A	DENND6A	DENND6A
SLMAP	SLMAP	SLMAP	SLMAP	SLMAP
ACOX2	ACOX2	ACOX2	ACOX2	ACOX2
C3orf67	C3orf67	C3orf67	C3orf67	C3orf67
SNTN	SNTN	SNTN	SNTN	SNTN
LRIG1	LRIG1	LRIG1	LRIG1	LRIG1
EIF4E3	EIF4E3	EIF4E3	EIF4E3	EIF4E3
SHQ1	SHQ1	SHQ1	SHQ1	SHQ1
PDZRN3	PDZRN3	PDZRN3	PDZRN3	PDZRN3
CNTN3	CNTN3	CNTN3	CNTN3	CNTN3
CADM2	CADM2	CADM2	CADM2	CADM2
STX19	STX19	STX19	STX19	STX19
OR5AC2	OR5AC2	OR5AC2	OR5AC2	OR5AC2
OR5H1	OR5H1	OR5H1	OR5H1	OR5H1
OR5H14	OR5H14	OR5H14	OR5H14	OR5H14
OR5H15	OR5H15	OR5H15	OR5H15	OR5H15
OR5H6	OR5H6	OR5H6	OR5H6	OR5H6
OR5H2	OR5H2	OR5H2	OR5H2	OR5H2
OR5K4	OR5K4	OR5K4	OR5K4	OR5K4
OR5K3	OR5K3	OR5K3	OR5K3	OR5K3
OR5K2	OR5K2	OR5K2	OR5K2	OR5K2
NIT2	NIT2	NIT2	NIT2	NIT2
TOMM70A	TOMM70A	TOMM70A	TOMM70A	TOMM70A
RPL24	RPL24	RPL24	RPL24	RPL24
ALCAM	ALCAM	ALCAM	ALCAM	ALCAM
KIAA1524	KIAA1524	KIAA1524	KIAA1524	KIAA1524
TRAT1	TRAT1	TRAT1	TRAT1	TRAT1
DPPA4	DPPA4	DPPA4	DPPA4	DPPA4
TAGLN3	TAGLN3	TAGLN3	TAGLN3	TAGLN3
SLC9C1	SLC9C1	SLC9C1	SLC9C1	SLC9C1
BTLA	BTLA	BTLA	BTLA	BTLA
GTPBP8	GTPBP8	GTPBP8	GTPBP8	GTPBP8
C3orf17	C3orf17	C3orf17	C3orf17	C3orf17
GRAMD1C	GRAMD1C	GRAMD1C	GRAMD1C	GRAMD1C
ZDHHC23	ZDHHC23	ZDHHC23	ZDHHC23	ZDHHC23
QTRTD1	QTRTD1	QTRTD1	QTRTD1	QTRTD1
GAP43	GAP43	GAP43	GAP43	GAP43
TIMMDC1	TIMMDC1	TIMMDC1	TIMMDC1	TIMMDC1
POLQ	POLQ	POLQ	POLQ	POLQ
ARGFX	ARGFX	ARGFX	ARGFX	ARGFX
FBXO40	FBXO40	FBXO40	FBXO40	FBXO40
IQCB1	IQCB1	IQCB1	IQCB1	IQCB1
CCDC58	CCDC58	CCDC58	CCDC58	CCDC58
ALG1L	ALG1L	ALG1L	ALG1L	ALG1L
ROPN1B	ROPN1B	ROPN1B	ROPN1B	ROPN1B
SLC41A3	SLC41A3	SLC41A3	SLC41A3	SLC41A3
TXNRD3NB	TXNRD3NB	TXNRD3NB	TXNRD3NB	TXNRD3NB
PLXNA1	PLXNA1	PLXNA1	PLXNA1	PLXNA1
KBTBD12	KBTBD12	KBTBD12	KBTBD12	KBTBD12
EEFSEC	EEFSEC	EEFSEC	EEFSEC	EEFSEC
RAB43	RAB43	RAB43	RAB43	RAB43
COPG1	COPG1	COPG1	COPG1	COPG1
C3orf37	C3orf37	C3orf37	HMCES	HMCES
PLXND1	PLXND1	PLXND1	PLXND1	PLXND1
TMCC1	TMCC1	TMCC1	TMCC1	TMCC1
ATP2C1	ATP2C1	ATP2C1	ATP2C1	ATP2C1
DNAJC13	DNAJC13	DNAJC13	DNAJC13	DNAJC13
TMEM108	TMEM108	TMEM108	TMEM108	TMEM108
BFSP2	BFSP2	BFSP2	BFSP2	BFSP2
AMOTL2	AMOTL2	AMOTL2	AMOTL2	AMOTL2
MSL2	MSL2	MSL2	MSL2	MSL2
DBR1	DBR1	DBR1	DBR1	DBR1
PRR23B	PRR23B	PRR23B	PRR23B	PRR23B
GK5	GK5	GK5	GK5	GK5
SLC9A9	SLC9A9	SLC9A9	SLC9A9	SLC9A9
CPB1	CPB1	CPB1	CPB1	CPB1
HLTF	HLTF	HLTF	HLTF	HLTF
MED12L	MED12L	MED12L	MED12L	MED12L
AADAC	AADAC	AADAC	AADAC	AADAC
PLCH1	PLCH1	PLCH1	PLCH1	PLCH1
SHOX2	SHOX2	SHOX2	SHOX2	SHOX2
GFM1	GFM1	GFM1	GFM1	GFM1
PPM1L	PPM1L	PPM1L	PPM1L	PPM1L
SPTSSB	SPTSSB	SPTSSB	SPTSSB	SPTSSB
SKIL	SKIL	SKIL	SKIL	SKIL
SLC7A14	SLC7A14	SLC7A14	SLC7A14	SLC7A14
NCEH1	NCEH1	NCEH1	NCEH1	NCEH1
DNAJC19	DNAJC19	DNAJC19	DNAJC19	DNAJC19
ATP11B	ATP11B	ATP11B	ATP11B	ATP11B
ABCC5	ABCC5	ABCC5	ABCC5	ABCC5
C3orf70	C3orf70	C3orf70	C3orf70	C3orf70
EHHADH	EHHADH	EHHADH	EHHADH	EHHADH
SENP2	SENP2	SENP2	SENP2	SENP2
TRA2B	TRA2B	TRA2B	TRA2B	TRA2B
ETV5	ETV5	ETV5	ETV5	ETV5
MASP1	MASP1	MASP1	MASP1	MASP1
RTP4	RTP4	RTP4	RTP4	RTP4
RTP2	RTP2	RTP2	RTP2	RTP2
CCDC50	CCDC50	CCDC50	CCDC50	CCDC50
ATP13A5	ATP13A5	ATP13A5	ATP13A5	ATP13A5
OPA1	OPA1	OPA1	OPA1	OPA1
CPN2	CPN2	CPN2	CPN2	CPN2
LSG1	LSG1	LSG1	LSG1	LSG1
FAM43A	FAM43A	FAM43A	FAM43A	FAM43A
ACAP2	ACAP2	ACAP2	ACAP2	ACAP2
APOD	APOD	APOD	APOD	APOD
TNK2	TNK2	TNK2	TNK2	TNK2
TCTEX1D2	TCTEX1D2	TCTEX1D2	TCTEX1D2	TCTEX1D2
RPL35A	RPL35A	RPL35A	RPL35A	RPL35A
ZNF141	ZNF141	ZNF141	ZNF141	ZNF141
PDE6B	PDE6B	PDE6B	PDE6B	PDE6B
SLC26A1	SLC26A1	SLC26A1	SLC26A1	SLC26A1
MAEA	MAEA	MAEA	MAEA	MAEA
UVSSA	UVSSA	UVSSA	UVSSA	UVSSA
FAM53A	FAM53A	FAM53A	FAM53A	FAM53A
HAUS3	HAUS3	HAUS3	HAUS3	HAUS3
ZFYVE28	ZFYVE28	ZFYVE28	ZFYVE28	ZFYVE28
FAM193A	FAM193A	FAM193A	FAM193A	FAM193A
SH3BP2	SH3BP2	SH3BP2	SH3BP2	SH3BP2
NOP14	NOP14	NOP14	NOP14	NOP14
GRK4	GRK4	GRK4	GRK4	GRK4
CRMP1	CRMP1	CRMP1	CRMP1	CRMP1
MAN2B2	MAN2B2	MAN2B2	MAN2B2	MAN2B2
ZNF518B	ZNF518B	ZNF518B	ZNF518B	ZNF518B
MED28	MED28	MED28	MED28	MED28
GPR125	GPR125	GPR125	GPR125	GPR125
DHX15	DHX15	DHX15	DHX15	DHX15
CCDC149	CCDC149	CCDC149	CCDC149	CCDC149
PCDH7	PCDH7	PCDH7	PCDH7	PCDH7
TBC1D1	TBC1D1	TBC1D1	TBC1D1	TBC1D1
TLR1	TLR1	TLR1	TLR1	TLR1
UBE2K	UBE2K	UBE2K	UBE2K	UBE2K
LIMCH1	LIMCH1	LIMCH1	LIMCH1	LIMCH1
DCAF4L1	DCAF4L1	DCAF4L1	DCAF4L1	DCAF4L1
SHISA3	SHISA3	SHISA3	SHISA3	SHISA3
SCFD2	SCFD2	SCFD2	SCFD2	SCFD2
CEP135	CEP135	CEP135	CEP135	CEP135
TECRL	TECRL	TECRL	TECRL	TECRL
TMPRSS11E	TMPRSS11E	TMPRSS11E	TMPRSS11E	TMPRSS11E
HTN3	HTN3	HTN3	HTN3	HTN3
SMR3A	SMR3A	SMR3A	SMR3A	SMR3A
MOB1B	MOB1B	MOB1B	MOB1B	MOB1B
ANKRD17	ANKRD17	ANKRD17	ANKRD17	ANKRD17
IL8	IL8	IL8	IL8	IL8
CXCL5	CXCL5	CXCL5	CXCL5	CXCL5
CXCL3	CXCL3	CXCL3	CXCL3	CXCL3
CXCL2	CXCL2	CXCL2	CXCL2	CXCL2
PPEF2	PPEF2	PPEF2	PPEF2	PPEF2
CXCL9	CXCL9	CXCL9	CXCL9	CXCL9
SOWAHB	SOWAHB	SOWAHB	SOWAHB	SOWAHB
SEPT11	SEPT11	SEPT11	SEPT11	SEPT11
BMP2K	BMP2K	BMP2K	BMP2K	BMP2K
PAQR3	PAQR3	PAQR3	PAQR3	PAQR3
RASGEF1B	RASGEF1B	RASGEF1B	RASGEF1B	RASGEF1B
HERC3	HERC3	HERC3	HERC3	HERC3
FAM13A	FAM13A	FAM13A	FAM13A	FAM13A
GPRIN3	GPRIN3	GPRIN3	GPRIN3	GPRIN3
EIF4E	EIF4E	EIF4E	EIF4E	EIF4E
ADH4	ADH4	ADH4	ADH4	ADH4
ADH1B	ADH1B	ADH1B	ADH1B	ADH1B
ADH7	ADH7	ADH7	ADH7	ADH7
DNAJB14	DNAJB14	DNAJB14	DNAJB14	DNAJB14
DDIT4L	DDIT4L	DDIT4L	DDIT4L	DDIT4L
PPP3CA	PPP3CA	PPP3CA	PPP3CA	PPP3CA
BANK1	BANK1	BANK1	BANK1	BANK1
CISD2	CISD2	CISD2	CISD2	CISD2
SLC9B1	SLC9B1	SLC9B1	SLC9B1	SLC9B1
CENPE	CENPE	CENPE	CENPE	CENPE
NPNT	NPNT	NPNT	NPNT	NPNT
CYP2U1	CYP2U1	CYP2U1	CYP2U1	CYP2U1
CFI	CFI	CFI	CFI	CFI
GAR1	GAR1	GAR1	GAR1	GAR1
TIFA	TIFA	TIFA	TIFA	TIFA
METTL14	METTL14	METTL14	METTL14	METTL14
SYNPO2	SYNPO2	SYNPO2	SYNPO2	SYNPO2
ADAD1	ADAD1	ADAD1	ADAD1	ADAD1
FGF2	FGF2	FGF2	FGF2	FGF2
ANKRD50	ANKRD50	ANKRD50	ANKRD50	ANKRD50
INTU	INTU	INTU	INTU	INTU
PHF17	PHF17	PHF17	JADE1	JADE1
PCDH10	PCDH10	PCDH10	PCDH10	PCDH10
PCDH18	PCDH18	PCDH18	PCDH18	PCDH18
RNF150	RNF150	RNF150	RNF150	RNF150
GYPA	GYPA	GYPA	GYPA	GYPA
ABCE1	ABCE1	ABCE1	ABCE1	ABCE1
ZNF827	ZNF827	ZNF827	ZNF827	ZNF827
POU4F2	POU4F2	POU4F2	POU4F2	POU4F2
ARHGAP10	ARHGAP10	ARHGAP10	ARHGAP10	ARHGAP10
DCLK2	DCLK2	DCLK2	DCLK2	DCLK2
SH3D19	SH3D19	SH3D19	SH3D19	SH3D19
TIGD4	TIGD4	TIGD4	TIGD4	TIGD4
FHDC1	FHDC1	FHDC1	FHDC1	FHDC1
SFRP2	SFRP2	SFRP2	SFRP2	SFRP2
PLRG1	PLRG1	PLRG1	PLRG1	PLRG1
GUCY1A3	GUCY1A3	GUCY1A3	GUCY1A3	GUCY1A3
TDO2	TDO2	TDO2	TDO2	TDO2
C4orf46	C4orf46	C4orf46	C4orf46	C4orf46
NPY1R	NPY1R	NPY1R	NPY1R	NPY1R
TRIM61	TRIM61	TRIM61	TRIM61	TRIM61
KLHL2	KLHL2	KLHL2	KLHL2	KLHL2
SPOCK3	SPOCK3	SPOCK3	SPOCK3	SPOCK3
ANXA10	ANXA10	ANXA10	ANXA10	ANXA10
DDX60	DDX60	DDX60	DDX60	DDX60
PALLD	PALLD	PALLD	PALLD	PALLD
SH3RF1	SH3RF1	SH3RF1	SH3RF1	SH3RF1
CLCN3	CLCN3	CLCN3	CLCN3	CLCN3
MFAP3L	MFAP3L	MFAP3L	MFAP3L	MFAP3L
GALNTL6	GALNTL6	GALNTL6	GALNTL6	GALNTL6
CEP44	CEP44	CEP44	CEP44	CEP44
WWC2	WWC2	WWC2	WWC2	WWC2
CDKN2AIP	CDKN2AIP	CDKN2AIP	CDKN2AIP	CDKN2AIP
RWDD4	RWDD4	RWDD4	RWDD4	RWDD4
TRAPPC11	TRAPPC11	TRAPPC11	TRAPPC11	TRAPPC11
HELT	HELT	HELT	HELT	HELT
SLC25A4	SLC25A4	SLC25A4	SLC25A4	SLC25A4
SNX25	SNX25	SNX25	SNX25	SNX25
FAM149A	FAM149A	FAM149A	FAM149A	FAM149A
CYP4V2	CYP4V2	CYP4V2	CYP4V2	CYP4V2
KLKB1	KLKB1	KLKB1	KLKB1	KLKB1
FRG1	FRG1	FRG1	FRG1	FRG1
FRG2	FRG2	FRG2	FRG2	FRG2
PLEKHG4B	PLEKHG4B	PLEKHG4B	PLEKHG4B	PLEKHG4B
CEP72	CEP72	CEP72	CEP72	CEP72
BRD9	BRD9	BRD9	BRD9	BRD9
SLC12A7	SLC12A7	SLC12A7	SLC12A7	SLC12A7
SLC6A19	SLC6A19	SLC6A19	SLC6A19	SLC6A19
C5orf38	C5orf38	C5orf38	C5orf38	C5orf38
IRX1	IRX1	IRX1	IRX1	IRX1
MED10	MED10	MED10	MED10	MED10
MARCH6	MARCH6	MARCH6	MARCH6	MARCH6
PDZD2	PDZD2	PDZD2	PDZD2	PDZD2
MTMR12	MTMR12	MTMR12	MTMR12	MTMR12
ZFR	ZFR	ZFR	ZFR	ZFR
ADAMTS12	ADAMTS12	ADAMTS12	ADAMTS12	ADAMTS12
RAI14	RAI14	RAI14	RAI14	RAI14
BRIX1	BRIX1	BRIX1	BRIX1	BRIX1
LMBRD2	LMBRD2	LMBRD2	LMBRD2	LMBRD2
C5orf42	C5orf42	C5orf42	C5orf42	C5orf42
WDR70	WDR70	WDR70	WDR70	WDR70
RICTOR	RICTOR	RICTOR	RICTOR	RICTOR
DAB2	DAB2	DAB2	DAB2	DAB2
PLCXD3	PLCXD3	PLCXD3	PLCXD3	PLCXD3
C5orf51	C5orf51	C5orf51	C5orf51	C5orf51
ANXA2R	ANXA2R	ANXA2R	ANXA2R	ANXA2R
HMGCS1	HMGCS1	HMGCS1	HMGCS1	HMGCS1
GPX8	GPX8	GPX8	GPX8	GPX8
CCNO	CCNO	CCNO	CCNO	CCNO
DHX29	DHX29	DHX29	DHX29	DHX29
PPAP2A	PPAP2A	PPAP2A	PPAP2A	PPAP2A
ANKRD55	ANKRD55	ANKRD55	ANKRD55	ANKRD55
GPBP1	GPBP1	GPBP1	GPBP1	GPBP1
ACTBL2	ACTBL2	ACTBL2	ACTBL2	ACTBL2
ELOVL7	ELOVL7	ELOVL7	ELOVL7	ELOVL7
C5orf43	SMIM15	SMIM15	SMIM15	SMIM15
IPO11	IPO11	IPO11	IPO11	IPO11
HTR1A	HTR1A	HTR1A	HTR1A	HTR1A
RNF180	RNF180	RNF180	RNF180	RNF180
RGS7BP	RGS7BP	RGS7BP	RGS7BP	RGS7BP
SREK1IP1	SREK1IP1	SREK1IP1	SREK1IP1	SREK1IP1
MRPS36	MRPS36	MRPS36	MRPS36	MRPS36
MARVELD2	MARVELD2	MARVELD2	MARVELD2	MARVELD2
SMN1	SMN1	SMN1	SMN1	SMN1
GTF2H2	GTF2H2	GTF2H2	GTF2H2	GTF2H2
MCCC2	MCCC2	MCCC2	MCCC2	MCCC2
UTP15	UTP15	UTP15	UTP15	UTP15
IQGAP2	IQGAP2	IQGAP2	IQGAP2	IQGAP2
ANKRD34B	ANKRD34B	ANKRD34B	ANKRD34B	ANKRD34B
MSH3	MSH3	MSH3	MSH3	MSH3
ATP6AP1L	ATP6AP1L	ATP6AP1L	ATP6AP1L	ATP6AP1L
TMEM167A	TMEM167A	TMEM167A	TMEM167A	TMEM167A
RASA1	RASA1	RASA1	RASA1	RASA1
ARRDC3	ARRDC3	ARRDC3	ARRDC3	ARRDC3
MCTP1	MCTP1	MCTP1	MCTP1	MCTP1
CHD1	CHD1	CHD1	CHD1	CHD1
SLCO4C1	SLCO4C1	SLCO4C1	SLCO4C1	SLCO4C1
SLCO6A1	SLCO6A1	SLCO6A1	SLCO6A1	SLCO6A1
PPIP5K2	PPIP5K2	PPIP5K2	PPIP5K2	PPIP5K2
MAN2A1	MAN2A1	MAN2A1	MAN2A1	MAN2A1
DCP2	DCP2	DCP2	DCP2	DCP2
COMMD10	COMMD10	COMMD10	COMMD10	COMMD10
DTWD2	DTWD2	DTWD2	DTWD2	DTWD2
SNX2	SNX2	SNX2	SNX2	SNX2
ZNF608	ZNF608	ZNF608	ZNF608	ZNF608
CTXN3	CTXN3	CTXN3	CTXN3	CTXN3
FBN2	FBN2	FBN2	FBN2	FBN2
CHSY3	CHSY3	CHSY3	CHSY3	CHSY3
CDC42SE2	CDC42SE2	CDC42SE2	CDC42SE2	CDC42SE2
RAPGEF6	RAPGEF6	RAPGEF6	RAPGEF6	RAPGEF6
FNIP1	FNIP1	FNIP1	FNIP1	FNIP1
ACSL6	ACSL6	ACSL6	ACSL6	ACSL6
RAD50	RAD50	RAD50	RAD50	RAD50
KIF3A	KIF3A	KIF3A	KIF3A	KIF3A
CCNI2	CCNI2	CCNI2	CCNI2	CCNI2
UQCRQ	UQCRQ	UQCRQ	UQCRQ	UQCRQ
FSTL4	FSTL4	FSTL4	FSTL4	FSTL4
DDX46	DDX46	DDX46	DDX46	DDX46
KDM3B	KDM3B	KDM3B	KDM3B	KDM3B
CTNNA1	CTNNA1	CTNNA1	CTNNA1	CTNNA1
IGIP	IGIP	IGIP	IGIP	IGIP
SRA1	SRA1	SRA1	SRA1	SRA1
PCDHA10	PCDHA10	PCDHA10	PCDHA10	PCDHA10
KCTD16	KCTD16	KCTD16	KCTD16	KCTD16
PRELID2	PRELID2	PRELID2	PRELID2	PRELID2
GRXCR2	GRXCR2	GRXCR2	GRXCR2	GRXCR2
PLAC8L1	PLAC8L1	PLAC8L1	PLAC8L1	PLAC8L1
LARS	LARS	LARS	LARS	LARS
GPR151	GPR151	GPR151	GPR151	GPR151
C5orf46	C5orf46	C5orf46	C5orf46	C5orf46
SPINK6	SPINK6	SPINK6	SPINK6	SPINK6
SPINK9	SPINK9	SPINK9	SPINK9	SPINK9
AFAP1L1	AFAP1L1	AFAP1L1	AFAP1L1	AFAP1L1
ARSI	ARSI	ARSI	ARSI	ARSI
CD74	CD74	CD74	CD74	CD74
NDST1	NDST1	NDST1	NDST1	NDST1
RBM22	RBM22	RBM22	RBM22	RBM22
TNIP1	TNIP1	TNIP1	TNIP1	TNIP1
C5orf54	C5orf54	C5orf54	C5orf54	C5orf54
RANBP17	RANBP17	RANBP17	RANBP17	RANBP17
TLX3	TLX3	TLX3	TLX3	TLX3
FBXW11	FBXW11	FBXW11	FBXW11	FBXW11
STK10	STK10	STK10	STK10	STK10
SH3PXD2B	SH3PXD2B	SH3PXD2B	SH3PXD2B	SH3PXD2B
ERGIC1	ERGIC1	ERGIC1	ERGIC1	ERGIC1
CREBRF	CREBRF	CREBRF	CREBRF	CREBRF
FAF2	FAF2	FAF2	FAF2	FAF2
CDHR2	CDHR2	CDHR2	CDHR2	CDHR2
TSPAN17	TSPAN17	TSPAN17	TSPAN17	TSPAN17
UNC5A	UNC5A	UNC5A	UNC5A	UNC5A
RAB24	RAB24	RAB24	RAB24	RAB24
PFN3	PFN3	PFN3	PFN3	PFN3
F12	F12	F12	F12	F12
GRK6	GRK6	GRK6	GRK6	GRK6
FAM153A	FAM153A	FAM153A	FAM153A	FAM153A
N4BP3	N4BP3	N4BP3	N4BP3	N4BP3
HNRNPAB	HNRNPAB	HNRNPAB	HNRNPAB	HNRNPAB
MAML1	MAML1	MAML1	MAML1	MAML1
LTC4S	LTC4S	LTC4S	LTC4S	LTC4S
SQSTM1	SQSTM1	SQSTM1	SQSTM1	SQSTM1
C5orf45	C5orf45	C5orf45	C5orf45	C5orf45
OR2Y1	OR2Y1	OR2Y1	OR2Y1	OR2Y1
GNB2L1	GNB2L1	GNB2L1	GNB2L1	GNB2L1
EXOC2	EXOC2	EXOC2	EXOC2	EXOC2
MYLK4	MYLK4	MYLK4	MYLK4	MYLK4
SLC22A23	SLC22A23	SLC22A23	SLC22A23	SLC22A23
RPP40	RPP40	RPP40	RPP40	RPP40
RREB1	RREB1	RREB1	RREB1	RREB1
PAK1IP1	PAK1IP1	PAK1IP1	PAK1IP1	PAK1IP1
ATXN1	ATXN1	ATXN1	ATXN1	ATXN1
KDM1B	KDM1B	KDM1B	KDM1B	KDM1B
DEK	DEK	DEK	DEK	DEK
RNF144B	RNF144B	RNF144B	RNF144B	RNF144B
MBOAT1	MBOAT1	MBOAT1	MBOAT1	MBOAT1
HDGFL1	HDGFL1	HDGFL1	HDGFL1	HDGFL1
KIAA0319	KIAA0319	KIAA0319	KIAA0319	KIAA0319
HIST1H1T	HIST1H1T	HIST1H1T	HIST1H1T	HIST1H1T
NKAPL	NKAPL	NKAPL	NKAPL	NKAPL
SCAND3	SCAND3	SCAND3	SCAND3	SCAND3
ZNF311	ZNF311	ZNF311	ZNF311	ZNF311
OR2B3	OR2B3	OR2B3	OR2B3	OR2B3
OR14J1	OR14J1	OR14J1	OR14J1	OR14J1
OR11A1	OR11A1	OR11A1	OR11A1	OR11A1
OR10C1	OR10C1	OR10C1	OR10C1	OR10C1
OR2H2	OR2H2	OR2H2	OR2H2	OR2H2
HLA-A	HLA-A	HLA-A	HLA-A	HLA-A
TRIM31	TRIM31	TRIM31	TRIM31	TRIM31
TRIM39	TRIM39	TRIM39	TRIM39	TRIM39
HLA-E	HLA-E	HLA-E	HLA-E	HLA-E
ABCF1	ABCF1	ABCF1	ABCF1	ABCF1
MDC1	MDC1	MDC1	MDC1	MDC1
GTF2H4	GTF2H4	GTF2H4	GTF2H4	GTF2H4
VARS2	VARS2	VARS2	VARS2	VARS2
MUC21	MUC21	MUC21	MUC21	MUC21
CDSN	CDSN	CDSN	CDSN	CDSN
PSORS1C1	PSORS1C1	PSORS1C1	PSORS1C1	PSORS1C1
POU5F1	POU5F1	POU5F1	POU5F1	POU5F1
HLA-C	HLA-C	HLA-C	HLA-C	HLA-C
HLA-B	HLA-B	HLA-B	HLA-B	HLA-B
MCCD1	MCCD1	MCCD1	MCCD1	MCCD1
NCR3	NCR3	NCR3	NCR3	NCR3
C6orf47	C6orf47	C6orf47	C6orf47	C6orf47
